ab_id,batter_id,event,g_id,inning,o,p_score,p_throws,pitcher_id,stand,top
2015155512,425783,Runner Out,201502055,7,3,0,L,519169,L,TRUE
2015155516,425783,Hit By Pitch,201502055,8,0,0,L,543716,L,TRUE
2015156601,425783,Groundout,201502070,1,2,0,R,592836,L,TRUE
2015156616,425783,Home Run,201502070,3,1,0,R,592836,L,TRUE
2015156631,425783,Walk,201502070,4,2,1,R,500724,L,TRUE
2015156646,425783,Walk,201502070,6,1,1,R,542432,L,TRUE
2015156666,425783,Groundout,201502070,8,3,4,R,543964,L,TRUE
2015157740,425783,Strikeout,201502085,1,2,0,L,573064,L,TRUE
2015157758,425783,Hit By Pitch,201502085,3,1,1,L,573064,L,TRUE
2015157775,425783,Flyout,201502085,5,3,3,L,573064,L,TRUE
2015157799,425783,Strikeout,201502085,8,3,6,R,543144,L,TRUE
2015158297,425783,Groundout,201502092,1,2,0,R,433587,L,TRUE
2015158316,425783,Strikeout,201502092,3,2,2,R,433587,L,TRUE
2015158337,425783,Single,201502092,6,0,2,R,433587,L,TRUE
2015158355,425783,Pop Out,201502092,8,3,5,R,433587,L,TRUE
2015159143,425783,Single,201502103,1,1,0,R,445926,L,FALSE
2015159158,425783,Strikeout,201502103,3,1,0,R,445926,L,FALSE
2015159170,425783,Groundout,201502103,4,3,0,R,445926,L,FALSE
2015159188,425783,Single,201502103,7,1,0,L,472551,L,FALSE
2015160212,425783,Lineout,201502117,1,2,0,L,543594,L,FALSE
2015160229,425783,Strikeout,201502117,3,2,0,L,543594,L,FALSE
2015160249,425783,Double,201502117,5,2,5,L,543594,L,FALSE
2015160267,425783,Walk,201502117,7,1,5,R,623430,L,FALSE
2015160283,425783,Flyout,201502117,9,2,5,L,448281,L,FALSE
2015161576,425783,Home Run,201502134,1,1,0,L,467094,L,FALSE
2015161596,425783,Single,201502134,4,0,0,L,467094,L,FALSE
2015161608,425783,Walk,201502134,5,1,0,L,467094,L,FALSE
2015161624,425783,Single,201502134,6,0,3,R,504186,L,FALSE
2015161639,425783,Groundout,201502134,7,2,4,L,543056,L,FALSE
2015162321,425783,Groundout,201502144,1,2,1,L,431148,L,FALSE
2015162338,425783,Hit By Pitch,201502144,3,1,1,L,431148,L,FALSE
2015162356,425783,Pop Out,201502144,5,3,2,L,431148,L,FALSE
2015162381,425783,Groundout,201502144,8,1,3,L,424144,L,FALSE
2015163521,425783,Walk,201502158,1,0,0,R,543521,L,FALSE
2015163538,425783,Single,201502158,2,1,3,R,543521,L,FALSE
2015163558,425783,Strikeout,201502158,4,2,5,R,543521,L,FALSE
2015163574,425783,Lineout,201502158,6,2,5,L,448609,L,FALSE
2015163590,425783,Flyout,201502158,8,3,5,L,424144,L,FALSE
2015164685,425783,Single,201502173,1,0,0,L,572971,L,FALSE
2015164698,425783,Groundout,201502173,2,2,0,L,572971,L,FALSE
2015164719,425783,Double,201502173,5,0,0,L,572971,L,FALSE
2015164735,425783,Walk,201502173,6,1,1,R,593140,L,FALSE
2015164747,425783,Single,201502173,7,2,1,R,593140,L,FALSE
2015165619,425783,Single,201502185,1,1,0,R,621121,L,FALSE
2015165635,425783,Single,201502185,3,1,0,R,621121,L,FALSE
2015165655,425783,Strikeout,201502185,5,2,2,R,621121,L,FALSE
2015165671,425783,Single,201502185,7,1,2,L,448609,L,FALSE
2015165683,425783,Single,201502185,8,2,2,R,592826,L,FALSE
2015166989,425783,Single,201502203,1,1,0,L,572020,L,FALSE
2015167008,425783,Single,201502203,3,1,3,L,572020,L,FALSE
2015167024,425783,Single,201502203,5,1,3,L,572020,L,FALSE
2015167040,425783,Strikeout,201502203,7,3,3,L,606273,L,FALSE
2015168233,425783,Single,201502219,1,1,0,L,573064,L,FALSE
2015168246,425783,Hit By Pitch,201502219,2,2,1,L,573064,L,FALSE
2015168264,425783,Walk,201502219,4,1,1,L,573064,L,FALSE
2015168276,425783,Walk,201502219,5,1,1,R,542432,L,FALSE
2015168294,425783,Single,201502219,7,2,1,L,346847,L,FALSE
2015168306,425783,Forceout,201502219,8,3,1,R,434137,L,FALSE
2015169385,425783,Groundout,201502234,1,2,0,R,433587,L,FALSE
2015169401,425783,Walk,201502234,3,1,0,R,433587,L,FALSE
2015169427,425783,Walk,201502234,5,1,8,R,433587,L,FALSE
2015169444,425783,Groundout,201502234,7,2,8,L,346847,L,FALSE
2015171333,425783,Sac Bunt,201502260,1,1,0,L,543594,L,TRUE
2015171354,425783,Strikeout,201502260,3,2,3,L,543594,L,TRUE
2015171371,425783,Sac Fly,201502260,5,1,4,L,543594,L,TRUE
2015171385,425783,Lineout,201502260,6,3,5,L,519141,L,TRUE
2015171401,425783,Flyout,201502260,8,3,5,R,571439,L,TRUE
2015172488,425783,Groundout,201502275,1,2,0,L,467094,L,TRUE
2015172510,425783,Strikeout,201502275,4,1,1,L,467094,L,TRUE
2015172522,425783,Walk,201502275,5,0,1,L,467094,L,TRUE
2015172540,425783,Walk,201502275,7,1,2,R,504186,L,TRUE
2015172557,425783,Single,201502275,9,1,3,R,571439,L,TRUE
2015173391,425783,Double,201502287,1,0,0,R,605135,L,TRUE
2015173403,425783,Strikeout,201502287,2,2,0,R,605135,L,TRUE
2015173420,425783,Forceout,201502287,4,2,1,L,519381,L,TRUE
2015173436,425783,Strikeout,201502287,6,2,1,L,472551,L,TRUE
2015173453,425783,Walk,201502287,8,0,1,R,592533,L,TRUE
2015174512,425783,Groundout,201502302,1,2,0,L,431148,L,TRUE
2015174526,425783,Single,201502302,2,2,0,L,431148,L,TRUE
2015174544,425783,Home Run,201502302,4,2,0,L,431148,L,TRUE
2015174564,425783,Single,201502302,6,1,2,R,592826,L,TRUE
2015174580,425783,Groundout,201502302,8,2,2,R,573185,L,TRUE
2015175664,425783,Strikeout,201502317,1,2,0,R,543521,L,TRUE
2015175683,425783,Home Run,201502317,3,1,1,R,543521,L,TRUE
2015175703,425783,Strikeout,201502317,5,2,4,R,543521,L,TRUE
2015175721,425783,Walk,201502317,7,2,5,L,448609,L,TRUE
2015175741,425783,Single,201502317,9,2,9,R,502381,L,TRUE
2015176794,425783,Single,201502332,1,1,0,L,572971,L,TRUE
2015176813,425783,Groundout,201502332,3,2,2,L,572971,L,TRUE
2015176831,425783,Groundout,201502332,6,2,2,L,572971,L,TRUE
2015176850,425783,Groundout,201502332,8,3,3,R,501789,L,TRUE
2015177008,425783,Groundout,201502335,1,2,0,R,434378,L,FALSE
2015177027,425783,Strikeout,201502335,3,3,1,R,434378,L,FALSE
2015177050,425783,Groundout,201502335,5,2,6,R,434378,L,FALSE
2015177070,425783,Single,201502335,7,1,7,L,543278,L,FALSE
2015177087,425783,Walk,201502335,9,1,7,L,571871,L,FALSE
2015177854,425783,Home Run,201502346,1,0,2,L,596057,L,FALSE
2015177869,425783,Groundout,201502346,2,1,4,L,596057,L,FALSE
2015177888,425783,Double,201502346,4,2,6,R,571656,L,FALSE
2015177904,425783,Strikeout,201502346,6,2,6,R,572403,L,FALSE
2015177919,425783,Field Error,201502346,8,1,6,R,456379,L,FALSE
2015178757,425783,Single,201502358,1,1,2,L,571510,L,FALSE
2015178774,425783,Groundout,201502358,3,2,2,L,571510,L,FALSE
2015178787,425783,Lineout,201502358,4,3,2,R,594815,L,FALSE
2015178810,425783,Strikeout,201502358,7,2,2,L,543456,L,FALSE
2015179897,425783,Groundout,201502373,1,1,0,L,571760,L,FALSE
2015179914,425783,Grounded Into DP,201502373,3,3,1,L,571760,L,FALSE
2015179931,425783,Walk,201502373,5,1,1,L,571760,L,FALSE
2015179944,425783,Strikeout,201502373,6,3,2,L,459987,L,FALSE
2015180766,425783,Flyout,201502385,1,1,1,R,450308,L,FALSE
2015180785,425783,Home Run,201502385,4,0,1,R,450308,L,FALSE
2015180801,425783,Double,201502385,6,0,1,R,450308,L,FALSE
2015180816,425783,Groundout,201502385,8,1,1,L,501625,L,FALSE
2015181682,425783,Groundout,201502397,1,2,0,L,502327,L,FALSE
2015181698,425783,Flyout,201502397,3,2,0,L,502327,L,FALSE
2015181720,425783,Field Error,201502397,5,0,5,L,502327,L,FALSE
2015181733,425783,Single,201502397,6,1,6,L,459987,L,FALSE
2015181751,425783,Strikeout,201502397,8,1,6,R,502009,L,FALSE
2015182957,425783,Walk,201502414,1,0,2,R,572070,L,FALSE
2015182970,425783,Strikeout,201502414,2,3,2,R,572070,L,FALSE
2015182989,425783,Single,201502414,5,1,2,R,572070,L,FALSE
2015183006,425783,Walk,201502414,7,0,2,L,459987,L,FALSE
2015183018,425783,Strikeout,201502414,8,2,2,R,474284,L,FALSE
2016000689,425783,Forceout,201600010,1,1,1,R,433587,L,FALSE
2016000706,425783,Flyout,201600010,3,2,2,R,433587,L,FALSE
2016000723,425783,Walk,201600010,5,1,2,R,433587,L,FALSE
2016000741,425783,Strikeout,201600010,7,2,2,L,543557,L,FALSE
2016001600,425783,Hit By Pitch,201600022,1,1,0,R,547874,L,FALSE
2016001619,425783,Groundout,201600022,3,2,1,R,547874,L,FALSE
2016001636,425783,Walk,201600022,5,0,2,R,547874,L,FALSE
2016001654,425783,Walk,201600022,7,0,4,R,407908,L,FALSE
2016001676,425783,Strikeout,201600022,9,1,10,R,543964,L,FALSE
2016002519,425783,Groundout,201600034,1,1,2,L,489119,L,FALSE
2016002535,425783,Strikeout,201600034,3,1,3,L,489119,L,FALSE
2016002554,425783,Single,201600034,6,0,3,L,489119,L,FALSE
2016002570,425783,Strikeout,201600034,7,3,4,R,543883,L,FALSE
2016003428,425783,Field Error,201600046,1,0,0,L,502327,L,TRUE
2016003445,425783,Flyout,201600046,3,2,0,L,502327,L,TRUE
2016003468,425783,Single,201600046,6,1,3,L,502327,L,TRUE
2016003485,425783,Hit By Pitch,201600046,8,1,3,R,501925,L,TRUE
2016004482,425783,Single,201600060,1,0,0,R,533167,L,TRUE
2016004495,425783,Groundout,201600060,2,2,0,R,533167,L,TRUE
2016004515,425783,Flyout,201600060,4,1,2,R,592135,L,TRUE
2016004533,425783,Lineout,201600060,6,2,3,R,474284,L,TRUE
2016004548,425783,Walk,201600060,8,0,3,R,573046,L,TRUE
2016047360,425783,Walk,201600623,1,0,0,R,621121,L,TRUE
2016047376,425783,Walk,201600623,3,1,0,R,621121,L,TRUE
2016072366,425783,Flyout,201600953,1,1,0,L,640455,L,TRUE
2016072384,425783,Walk,201600953,3,2,1,L,640455,L,TRUE
2016072410,425783,Home Run,201600953,5,1,10,L,640455,L,TRUE
2016072431,425783,Groundout,201600953,7,1,14,R,594943,L,TRUE
2016072446,425783,Grounded Into DP,201600953,9,2,14,R,594943,L,TRUE
2016073502,425783,Walk,201600968,1,0,0,L,474668,L,TRUE
2016073516,425783,Groundout,201600968,2,2,1,L,474668,L,TRUE
2016073528,425783,Walk,201600968,3,1,1,L,519240,L,TRUE
2016073547,425783,Flyout,201600968,6,1,1,R,623430,L,TRUE
2016073567,425783,Strikeout,201600968,8,3,4,L,543056,L,TRUE
2016074659,425783,Strikeout,201600982,1,1,0,R,543243,L,TRUE
2016074674,425783,Single,201600982,3,2,0,R,543243,L,TRUE
2016074702,425783,Double,201600982,6,0,5,R,543243,L,TRUE
2016074715,425783,Walk,201600982,7,1,5,R,446099,L,TRUE
2016074730,425783,Walk,201600982,9,2,5,R,425492,L,TRUE
2016076506,425783,Flyout,201601006,1,1,0,R,608379,L,TRUE
2016076521,425783,Groundout,201601006,3,3,0,R,608379,L,TRUE
2016076542,425783,Strikeout,201601006,6,1,0,R,608379,L,TRUE
2016076558,425783,Flyout,201601006,8,2,0,R,608379,L,TRUE
2016077661,425783,Single,201601021,1,0,0,R,593372,L,TRUE
2016077678,425783,Groundout,201601021,3,2,1,R,593372,L,TRUE
2016077702,425783,Groundout,201601021,6,1,3,R,593372,L,TRUE
2016077718,425783,Single,201601021,8,2,3,R,493200,L,TRUE
2016077731,425783,Walk,201601021,9,1,3,L,543779,L,TRUE
2016078759,425783,Single,201601036,1,0,0,R,502190,L,TRUE
2016078775,425783,Lineout,201601036,3,2,1,R,502190,L,TRUE
2016078793,425783,Strikeout,201601036,5,2,2,R,502190,L,TRUE
2016078813,425783,Groundout,201601036,7,2,4,R,621199,L,TRUE
2016078829,425783,Strikeout,201601036,9,2,4,R,455009,L,TRUE
2016079137,425783,Strikeout,201601041,1,1,0,R,592332,L,FALSE
2016079158,425783,Strikeout,201601041,3,2,3,R,592332,L,FALSE
2016079171,425783,Single,201601041,4,2,3,R,592332,L,FALSE
2016079188,425783,Flyout,201601041,6,3,3,R,605164,L,FALSE
2016080032,425783,Strikeout,201601053,1,1,3,R,543101,L,FALSE
2016080047,425783,Groundout,201601053,3,2,3,R,543101,L,FALSE
2016080070,425783,Groundout,201601053,6,1,6,R,543101,L,FALSE
2016080088,425783,Lineout,201601053,8,1,8,R,628452,L,FALSE
2016081176,425783,Flyout,201601068,1,1,0,R,573185,L,FALSE
2016081197,425783,Walk,201601068,4,0,0,R,573185,L,FALSE
2016081210,425783,Flyout,201601068,5,2,0,R,573185,L,FALSE
2016081234,425783,Home Run,201601068,8,0,4,L,571561,L,FALSE
2016082806,425783,Home Run,201601089,1,0,0,L,456034,L,FALSE
2016082819,425783,Single,201601089,2,1,0,L,456034,L,FALSE
2016082831,425783,Hit By Pitch,201601089,3,1,0,R,598264,L,FALSE
2016082850,425783,Flyout,201601089,5,2,2,R,598264,L,FALSE
2016082867,425783,Strikeout,201601089,7,3,4,L,518927,L,FALSE
2016083973,425783,Groundout,201601104,1,1,0,R,453214,L,FALSE
2016083989,425783,Strikeout,201601104,3,3,1,R,453214,L,FALSE
2016084008,425783,Field Error,201601104,5,0,2,R,453214,L,FALSE
2016084023,425783,Single,201601104,6,1,3,L,543726,L,FALSE
2016084039,425783,Flyout,201601104,8,1,3,R,571035,L,FALSE
2016085205,425783,Single,201601120,1,0,0,R,453329,L,FALSE
2016085218,425783,Groundout,201601120,2,1,0,R,453329,L,FALSE
2016085234,425783,Runner Out,201601120,4,3,0,R,453329,L,FALSE
2016085240,425783,Single,201601120,5,0,0,R,453329,L,FALSE
2016085256,425783,Double,201601120,7,1,1,R,592390,L,FALSE
2016086959,425783,Groundout,201601143,1,1,0,R,467100,L,TRUE
2016086978,425783,Double,201601143,3,0,2,R,467100,L,TRUE
2016086993,425783,Single,201601143,4,2,3,R,467100,L,TRUE
2016087012,425783,Lineout,201601143,6,3,5,L,542947,L,TRUE
2016087036,425783,Strikeout,201601143,9,1,6,R,489446,L,TRUE
2016088187,425783,Bunt Pop Out,201601158,1,1,0,L,282332,L,TRUE
2016088205,425783,Groundout,201601158,3,1,0,L,282332,L,TRUE
2016088222,425783,Groundout,201601158,5,3,0,L,282332,L,TRUE
2016088241,425783,Hit By Pitch,201601158,8,0,0,L,282332,L,TRUE
2016088254,425783,Strikeout,201601158,9,1,1,R,571969,L,TRUE
2016089404,425783,Strikeout,201601173,1,1,0,R,547888,L,TRUE
2016089424,425783,Single,201601173,3,0,1,R,547888,L,TRUE
2016089436,425783,Single,201601173,4,2,1,R,547888,L,TRUE
2016089457,425783,Lineout,201601173,7,1,2,R,570666,L,TRUE
2016089475,425783,Strikeout,201601173,9,2,3,R,570666,L,TRUE
2016090342,425783,Home Run,201601185,1,0,0,R,501381,L,TRUE
2016090359,425783,Strikeout,201601185,3,1,0,R,501381,L,TRUE
2016090374,425783,Groundout,201601185,5,2,0,R,501381,L,TRUE
2016090398,425783,Groundout,201601185,8,1,1,L,453192,L,TRUE
2016091585,425783,Walk,201601200,1,0,0,R,429722,L,TRUE
2016091600,425783,Strikeout,201601200,3,2,0,R,429722,L,TRUE
2016091620,425783,Strikeout,201601200,6,1,0,R,429722,L,TRUE
2016091633,425783,Forceout,201601200,7,2,0,R,519151,L,TRUE
2016091650,425783,Groundout,201601200,9,3,2,R,445213,L,TRUE
2016092738,425783,Flyout,201601215,1,1,0,R,608648,L,TRUE
2016092756,425783,Strikeout,201601215,2,3,4,R,608648,L,TRUE
2016092778,425783,Groundout,201601215,4,3,11,R,608648,L,TRUE
2016092804,425783,Home Run,201601215,7,1,17,R,543859,L,TRUE
2016092820,425783,Lineout,201601215,9,3,17,R,448178,L,TRUE
2016093939,425783,Home Run,201601230,1,0,0,R,502043,L,TRUE
2016093956,425783,Strikeout,201601230,3,2,0,R,502043,L,TRUE
2016093977,425783,Pop Out,201601230,5,3,3,R,502043,L,TRUE
2016093996,425783,Double,201601230,7,2,5,R,519151,L,TRUE
2016094013,425783,Groundout,201601230,9,3,5,R,445213,L,TRUE
2016095050,425783,Groundout,201601245,1,1,0,R,519144,L,TRUE
2016095066,425783,Strikeout,201601245,2,2,1,R,519144,L,TRUE
2016095087,425783,Double,201601245,4,2,5,R,519144,L,TRUE
2016095107,425783,Strikeout,201601245,6,3,6,R,519144,L,TRUE
2016095127,425783,Flyout,201601245,8,3,9,L,543726,L,TRUE
2016096207,425783,Home Run,201601260,1,0,0,L,456034,L,TRUE
2016096221,425783,Single,201601260,2,1,0,L,456034,L,TRUE
2016096240,425783,Strikeout,201601260,4,3,1,L,456034,L,TRUE
2016097695,425783,Lineout,201601279,1,1,2,R,608648,L,FALSE
2016097711,425783,Strikeout,201601279,2,3,4,R,608648,L,FALSE
2016097730,425783,Groundout,201601279,4,3,4,R,608648,L,FALSE
2016097753,425783,Groundout,201601279,7,3,4,R,519151,L,FALSE
2016098766,425783,Walk,201601293,1,0,0,R,502043,L,FALSE
2016098781,425783,Strikeout,201601293,2,3,2,R,502043,L,FALSE
2016098797,425783,Single,201601293,4,1,2,R,502043,L,FALSE
2016098817,425783,Lineout,201601293,6,2,5,R,519151,L,FALSE
2016099883,425783,Single,201601308,1,0,0,R,445060,L,FALSE
2016099903,425783,Flyout,201601308,3,1,2,R,445060,L,FALSE
2016099923,425783,Groundout,201601308,5,1,6,R,445060,L,FALSE
2016099943,425783,Single,201601308,7,2,8,R,543507,L,FALSE
2016099959,425783,Lineout,201601308,9,2,8,R,445213,L,FALSE
2016101017,425783,Strikeout,201601323,1,1,0,L,543548,L,FALSE
2016101033,425783,Walk,201601323,3,2,0,L,543548,L,FALSE
2016101056,425783,Single,201601323,5,1,6,L,543548,L,FALSE
2016101085,425783,Walk,201601323,8,0,15,R,519166,L,FALSE
2016101097,425783,Walk,201601323,9,1,15,R,519166,L,FALSE
2016105873,425783,Flyout,201601387,9,1,9,R,592135,L,TRUE
2016106783,425783,Flyout,201601400,1,1,0,R,453311,L,TRUE
2016106795,425783,Strikeout,201601400,2,3,0,R,453311,L,TRUE
2016106811,425783,Groundout,201601400,4,2,0,R,453311,L,TRUE
2016106834,425783,Lineout,201601400,6,2,7,R,500610,L,TRUE
2016106852,425783,Strikeout,201601400,8,2,8,R,592135,L,TRUE
2016123081,425783,Double,201601615,1,0,0,L,489119,L,TRUE
2016123096,425783,Groundout,201601615,3,1,0,L,489119,L,TRUE
2016123112,425783,Single,201601615,5,1,0,L,489119,L,TRUE
2016123131,425783,Strikeout,201601615,7,1,3,R,571710,L,TRUE
2016123147,425783,Strikeout,201601615,9,2,3,R,474699,L,TRUE
2016124184,425783,Single,201601630,1,0,0,L,572971,L,TRUE
2016124201,425783,Strikeout,201601630,3,2,0,L,572971,L,TRUE
2016124225,425783,Groundout,201601630,6,1,4,L,572971,L,TRUE
2016124242,425783,Groundout,201601630,8,3,5,L,572971,L,TRUE
2016125343,425783,Single,201601645,1,0,0,R,450729,L,TRUE
2016125359,425783,Walk,201601645,2,2,1,R,450729,L,TRUE
2016125378,425783,Single,201601645,4,3,1,R,450729,L,TRUE
2016125398,425783,Walk,201601645,7,0,1,R,606965,L,TRUE
2016125410,425783,Strikeout,201601645,8,3,1,R,593140,L,TRUE
2016126463,425783,Groundout,201601660,1,1,0,R,605397,L,TRUE
2016126482,425783,Strikeout,201601660,4,1,0,R,605397,L,TRUE
2016126495,425783,Groundout,201601660,5,3,0,R,605397,L,TRUE
2016126516,425783,Hit By Pitch,201601660,8,0,0,R,501789,L,TRUE
2016126531,425783,Strikeout,201601660,9,1,2,R,571704,L,TRUE
2016126549,425783,Double,201601660,11,0,3,R,606965,L,TRUE
2016127278,425783,Groundout,201601670,1,1,0,L,542881,L,TRUE
2016127294,425783,Walk,201601670,3,1,0,L,542881,L,TRUE
2016127316,425783,Groundout,201601670,6,1,2,L,542881,L,TRUE
2016127332,425783,Single,201601670,8,1,2,R,493603,L,TRUE
2016128484,425783,Strikeout,201601685,8,1,5,R,623184,L,TRUE
2016128496,425783,Walk,201601685,9,1,5,R,543475,L,TRUE
2016129058,425783,Strikeout,201601693,1,1,1,L,407822,L,FALSE
2016129070,425783,Forceout,201601693,2,2,1,L,407822,L,FALSE
2016129086,425783,Single,201601693,4,1,1,L,407822,L,FALSE
2016129104,425783,Strikeout,201601693,6,2,1,R,542674,L,FALSE
2016129122,425783,Hit By Pitch,201601693,8,1,4,L,457429,L,FALSE
2016129955,425783,Flyout,201601705,1,1,1,R,518452,L,FALSE
2016129974,425783,Groundout,201601705,3,1,4,R,518452,L,FALSE
2016129988,425783,Lineout,201601705,4,2,6,R,518452,L,FALSE
2016130003,425783,Strikeout,201601705,6,1,6,L,543734,L,FALSE
2016130017,425783,Intent Walk,201601705,7,1,7,R,623184,L,FALSE
2016130040,425783,Strikeout,201601705,9,2,12,R,493603,L,FALSE
2016130999,425783,Lineout,201601718,1,1,0,R,434671,L,FALSE
2016131013,425783,Walk,201601718,2,2,1,R,434671,L,FALSE
2016131030,425783,Groundout,201601718,4,2,1,R,434671,L,FALSE
2016131045,425783,Single,201601718,6,0,1,R,599683,L,FALSE
2016131066,425783,Strikeout,201601718,8,2,5,R,541652,L,FALSE
2016132130,425783,Groundout,201601733,1,1,0,L,571510,L,FALSE
2016132150,425783,Groundout,201601733,3,2,0,L,571510,L,FALSE
2016132175,425783,Walk,201601733,6,1,2,L,571510,L,FALSE
2016132192,425783,Flyout,201601733,8,2,2,R,572888,L,FALSE
2016133277,425783,Groundout,201601748,1,1,0,R,605242,L,FALSE
2016133299,425783,Flyout,201601748,4,1,2,R,605242,L,FALSE
2016133319,425783,Strikeout,201601748,6,2,3,R,605242,L,FALSE
2016133342,425783,Lineout,201601748,9,1,7,R,605242,L,FALSE
2016134203,425783,Groundout,201601760,1,1,1,L,446321,L,FALSE
2016134220,425783,Flyout,201601760,3,1,2,L,446321,L,FALSE
2016134235,425783,Hit By Pitch,201601760,5,1,2,L,446321,L,FALSE
2016182612,425783,Single,201602397,2,1,0,R,542882,L,FALSE
2016182629,425783,Flyout,201602397,4,1,0,R,542882,L,FALSE
2016182646,425783,Strikeout,201602397,6,2,1,L,476123,L,FALSE
2016182663,425783,Flyout,201602397,8,3,1,L,544836,L,FALSE
2016183731,425783,Groundout,201602412,1,1,0,R,543606,L,FALSE
2016183750,425783,Groundout,201602412,3,3,4,R,543606,L,FALSE
2016183769,425783,Groundout,201602412,6,1,4,R,543606,L,FALSE
2016183785,425783,Strikeout,201602412,8,2,4,R,502202,L,FALSE
2016184846,425783,Groundout,201602427,1,2,0,R,595032,L,FALSE
2016184869,425783,Lineout,201602427,3,2,3,R,595032,L,FALSE
2016184884,425783,Single,201602427,5,1,3,R,623439,L,FALSE
2016184904,425783,Flyout,201602427,7,2,4,R,543195,L,FALSE
2017000389,425783,Groundout,201700006,1,2,0,R,446372,L,FALSE
2017000405,425783,Flyout,201700006,3,1,1,R,446372,L,FALSE
2017000424,425783,Strikeout,201700006,5,1,3,R,446372,L,FALSE
2017000441,425783,Single,201700006,7,2,4,L,457429,L,FALSE
2017001207,425783,Strikeout,201700017,1,2,1,R,471911,L,FALSE
2017001227,425783,Single,201700017,3,1,3,R,471911,L,FALSE
2017001242,425783,Bunt Groundout,201700017,5,3,3,R,471911,L,FALSE
2017001264,425783,Flyout,201700017,8,3,4,L,453192,L,FALSE
2017001894,425783,Walk,201700026,1,1,0,R,517593,L,FALSE
2017001909,425783,Groundout,201700026,3,2,0,R,517593,L,FALSE
2017001927,425783,Fielders Choice,201700026,5,2,3,R,517593,L,FALSE
2017001946,425783,Walk,201700026,7,2,4,R,519096,L,FALSE
2017004376,425783,Groundout,201700059,1,1,0,R,593417,L,FALSE
2017004388,425783,Single,201700059,2,1,0,R,593417,L,FALSE
2017004409,425783,Single,201700059,4,2,4,R,534910,L,FALSE
2017004425,425783,Strikeout,201700059,6,2,4,R,534910,L,FALSE
2017004440,425783,Walk,201700059,8,2,4,R,534910,L,FALSE
2017005524,425783,Groundout,201700074,1,2,0,R,608665,L,FALSE
2017005545,425783,Groundout,201700074,4,1,0,R,608665,L,FALSE
2017005567,425783,Strikeout,201700074,7,1,2,R,608665,L,FALSE
2017005587,425783,Strikeout,201700074,9,2,6,R,425492,L,FALSE
2017008646,425783,Walk,201700115,2,0,0,L,572140,L,TRUE
2017008660,425783,Groundout,201700115,3,2,0,L,572140,L,TRUE
2017008680,425783,Single,201700115,6,0,0,L,572140,L,TRUE
2017008697,425783,Lineout,201700115,8,1,1,R,502032,L,TRUE
2017008718,425783,Runner Out,201700115,10,3,5,R,592135,L,TRUE
2017009771,425783,Grounded Into DP,201700130,1,2,0,R,445926,L,TRUE
2017009789,425783,Groundout,201700130,3,3,2,R,445926,L,TRUE
2017009806,425783,Single,201700130,5,1,3,L,501625,L,TRUE
2017009822,425783,Strikeout,201700130,7,2,3,R,433589,L,TRUE
2017009838,425783,Groundout,201700130,9,2,3,R,573046,L,TRUE
2017010639,425783,Strikeout,201700141,1,1,0,R,445060,L,TRUE
2017010657,425783,Single,201700141,3,0,0,R,445060,L,TRUE
2017010674,425783,Flyout,201700141,5,1,0,R,445060,L,TRUE
2017010687,425783,Single,201700141,6,1,0,R,642229,L,TRUE
2017010703,425783,Grounded Into DP,201700141,8,3,0,R,642229,L,TRUE
2017011785,425783,Strikeout,201700156,1,2,0,R,433587,L,TRUE
2017011804,425783,Groundout,201700156,4,1,0,R,433587,L,TRUE
2017011824,425783,Grounded Into DP,201700156,6,2,1,R,433587,L,TRUE
2017011843,425783,Groundout,201700156,8,2,2,L,519240,L,TRUE
2017013909,425783,Home Run,201700185,2,1,1,R,547874,L,TRUE
2017013921,425783,Double,201700185,3,2,1,R,547874,L,TRUE
2017013944,425783,Strikeout,201700185,6,2,4,L,572021,L,TRUE
2017013962,425783,Walk,201700185,8,1,6,L,519240,L,TRUE
2017014639,425783,Lineout,201700195,2,1,0,R,605194,L,TRUE
2017014658,425783,Walk,201700195,5,0,0,R,605194,L,TRUE
2017014670,425783,Walk,201700195,6,1,0,R,605194,L,TRUE
2017014685,425783,Walk,201700195,8,2,0,R,593423,L,TRUE
2017015716,425783,Groundout,201700209,2,3,0,R,592811,L,TRUE
2017015734,425783,Groundout,201700209,5,2,0,R,592811,L,TRUE
2017015755,425783,Strikeout,201700209,7,3,4,L,448281,L,TRUE
2017016696,425783,Lineout,201700223,1,2,0,R,534910,L,TRUE
2017016720,425783,Walk,201700223,4,0,4,R,534910,L,TRUE
2017016733,425783,Pop Out,201700223,5,3,4,R,534910,L,TRUE
2017016758,425783,Lineout,201700223,8,2,9,L,543056,L,TRUE
2017018119,425783,Strikeout,201700242,1,2,1,R,501992,L,FALSE
2017018134,425783,Strikeout,201700242,3,2,1,R,501992,L,FALSE
2017018150,425783,Walk,201700242,5,2,1,R,501992,L,FALSE
2017018166,425783,Double Play,201700242,7,2,1,R,432934,L,FALSE
2017019315,425783,Grounded Into DP,201700257,1,2,0,R,453178,L,FALSE
2017019331,425783,Single,201700257,3,1,0,R,453178,L,FALSE
2017019353,425783,Walk,201700257,6,0,1,R,453178,L,FALSE
2017019369,425783,Strikeout,201700257,8,2,1,R,465657,L,FALSE
2017020466,425783,Single,201700272,1,1,0,R,434628,L,FALSE
2017020485,425783,Single,201700272,3,1,2,R,434628,L,FALSE
